fecha,combustible,porcentaje_critico
2026-03-30T00:00:00-04:00,0,0.296
2026-03-30T00:00:00-04:00,1,0.390
2026-03-30T06:00:00-04:00,0,0.286
2026-03-30T06:00:00-04:00,1,0.386
2026-03-30T12:00:00-04:00,0,0.203
2026-03-30T12:00:00-04:00,1,0.270
2026-03-30T18:00:00-04:00,0,0.215
2026-03-30T18:00:00-04:00,1,0.259
2026-03-31T00:00:00-04:00,0,0.264
2026-03-31T00:00:00-04:00,1,0.311
2026-03-31T06:00:00-04:00,0,0.282
2026-03-31T06:00:00-04:00,1,0.304
2026-03-31T12:00:00-04:00,0,0.199
2026-03-31T12:00:00-04:00,1,0.213
2026-03-31T18:00:00-04:00,0,0.252
2026-03-31T18:00:00-04:00,1,0.249
2026-04-01T00:00:00-04:00,0,0.318
2026-04-01T00:00:00-04:00,1,0.306
2026-04-01T06:00:00-04:00,0,0.308
2026-04-01T06:00:00-04:00,1,0.311
2026-04-01T12:00:00-04:00,0,0.235
2026-04-01T12:00:00-04:00,1,0.233
2026-04-01T18:00:00-04:00,0,0.247
2026-04-01T18:00:00-04:00,1,0.254
2026-04-02T00:00:00-04:00,0,0.308
2026-04-02T00:00:00-04:00,1,0.347
2026-04-02T06:00:00-04:00,0,0.274
2026-04-02T06:00:00-04:00,1,0.322
2026-04-02T12:00:00-04:00,0,0.227
2026-04-02T12:00:00-04:00,1,0.242
2026-04-02T18:00:00-04:00,0,0.260
2026-04-02T18:00:00-04:00,1,0.272
2026-04-03T00:00:00-04:00,0,0.308
2026-04-03T00:00:00-04:00,1,0.363
2026-04-03T06:00:00-04:00,0,0.262
2026-04-03T06:00:00-04:00,1,0.333
2026-04-03T12:00:00-04:00,0,0.209
2026-04-03T12:00:00-04:00,1,0.218
2026-04-03T18:00:00-04:00,0,0.239
2026-04-03T18:00:00-04:00,1,0.295
2026-04-04T00:00:00-04:00,0,0.256
2026-04-04T00:00:00-04:00,1,0.367
2026-04-04T06:00:00-04:00,0,0.258
2026-04-04T06:00:00-04:00,1,0.370
2026-04-04T12:00:00-04:00,0,0.215
2026-04-04T12:00:00-04:00,1,0.268
2026-04-04T18:00:00-04:00,0,0.235
2026-04-04T18:00:00-04:00,1,0.288
2026-04-05T00:00:00-04:00,0,0.258
2026-04-05T00:00:00-04:00,1,0.326
2026-04-05T06:00:00-04:00,0,0.237
2026-04-05T06:00:00-04:00,1,0.288
2026-04-05T12:00:00-04:00,0,0.191
2026-04-05T12:00:00-04:00,1,0.249
2026-04-05T18:00:00-04:00,0,0.231
2026-04-05T18:00:00-04:00,1,0.335
2026-04-06T00:00:00-04:00,0,0.276
2026-04-06T00:00:00-04:00,1,0.431
2026-04-06T06:00:00-04:00,0,0.258
2026-04-06T06:00:00-04:00,1,0.431
2026-04-06T12:00:00-04:00,0,0.229
2026-04-06T12:00:00-04:00,1,0.342
2026-04-06T18:00:00-04:00,0,0.280
2026-04-06T18:00:00-04:00,1,0.329
2026-04-07T00:00:00-04:00,0,0.320
2026-04-07T00:00:00-04:00,1,0.419
2026-04-07T06:00:00-04:00,0,0.294
2026-04-07T06:00:00-04:00,1,0.403
2026-04-07T12:00:00-04:00,0,0.227
2026-04-07T12:00:00-04:00,1,0.242
2026-04-07T18:00:00-04:00,0,0.284
2026-04-07T18:00:00-04:00,1,0.309
2026-04-08T00:00:00-04:00,0,0.330
2026-04-08T00:00:00-04:00,1,0.388
2026-04-08T06:00:00-04:00,0,0.342
2026-04-08T06:00:00-04:00,1,0.377
2026-04-08T12:00:00-04:00,0,0.272
2026-04-08T12:00:00-04:00,1,0.261
2026-04-08T18:00:00-04:00,0,0.310
2026-04-08T18:00:00-04:00,1,0.284
2026-04-09T00:00:00-04:00,0,0.340
2026-04-09T00:00:00-04:00,1,0.320
2026-04-09T06:00:00-04:00,0,0.352
2026-04-09T06:00:00-04:00,1,0.331
2026-04-09T12:00:00-04:00,0,0.256
2026-04-09T12:00:00-04:00,1,0.242
2026-04-09T18:00:00-04:00,0,0.268
2026-04-09T18:00:00-04:00,1,0.267
2026-04-10T00:00:00-04:00,0,0.352
2026-04-10T00:00:00-04:00,1,0.369
2026-04-10T06:00:00-04:00,0,0.350
2026-04-10T06:00:00-04:00,1,0.356
2026-04-10T12:00:00-04:00,0,0.286
2026-04-10T12:00:00-04:00,1,0.270
2026-04-10T18:00:00-04:00,0,0.316
2026-04-10T18:00:00-04:00,1,0.288
2026-04-11T00:00:00-04:00,0,0.366
2026-04-11T00:00:00-04:00,1,0.336
2026-04-11T06:00:00-04:00,0,0.382
2026-04-11T06:00:00-04:00,1,0.349
2026-04-11T12:00:00-04:00,0,0.306
2026-04-11T12:00:00-04:00,1,0.261
2026-04-11T18:00:00-04:00,0,0.358
2026-04-11T18:00:00-04:00,1,0.272
2026-04-12T00:00:00-04:00,0,0.406
2026-04-12T00:00:00-04:00,1,0.343
2026-04-12T06:00:00-04:00,0,0.372
2026-04-12T06:00:00-04:00,1,0.301
2026-04-12T12:00:00-04:00,0,0.330
2026-04-12T12:00:00-04:00,1,0.290
2026-04-12T18:00:00-04:00,0,0.372
2026-04-12T18:00:00-04:00,1,0.388
2026-04-13T00:00:00-04:00,0,0.433
2026-04-13T00:00:00-04:00,1,0.478
2026-04-13T06:00:00-04:00,0,0.431
2026-04-13T06:00:00-04:00,1,0.476
2026-04-13T12:00:00-04:00,0,0.354
2026-04-13T12:00:00-04:00,1,0.343
2026-04-13T18:00:00-04:00,0,0.330
2026-04-13T18:00:00-04:00,1,0.309
2026-04-14T00:00:00-04:00,0,0.410
2026-04-14T00:00:00-04:00,1,0.442
2026-04-14T06:00:00-04:00,0,0.410
2026-04-14T06:00:00-04:00,1,0.449
2026-04-14T12:00:00-04:00,0,0.312
2026-04-14T12:00:00-04:00,1,0.293
2026-04-14T18:00:00-04:00,0,0.306
2026-04-14T18:00:00-04:00,1,0.270
2026-04-15T00:00:00-04:00,0,0.400
2026-04-15T00:00:00-04:00,1,0.376
2026-04-15T06:00:00-04:00,0,0.372
2026-04-15T06:00:00-04:00,1,0.363
2026-04-15T12:00:00-04:00,0,0.296
2026-04-15T12:00:00-04:00,1,0.317
2026-04-15T18:00:00-04:00,0,0.316
2026-04-15T18:00:00-04:00,1,0.281
2026-04-16T00:00:00-04:00,0,0.406
2026-04-16T00:00:00-04:00,1,0.390
2026-04-16T06:00:00-04:00,0,0.396
2026-04-16T06:00:00-04:00,1,0.383
2026-04-16T12:00:00-04:00,0,0.312
2026-04-16T12:00:00-04:00,1,0.259
2026-04-16T18:00:00-04:00,0,0.352
2026-04-16T18:00:00-04:00,1,0.284
2026-04-17T00:00:00-04:00,0,0.421
2026-04-17T00:00:00-04:00,1,0.370
2026-04-17T06:00:00-04:00,0,0.429
2026-04-17T06:00:00-04:00,1,0.374
2026-04-17T12:00:00-04:00,0,0.388
2026-04-17T12:00:00-04:00,1,0.274
2026-04-17T18:00:00-04:00,0,0.384
2026-04-17T18:00:00-04:00,1,0.265
2026-04-18T00:00:00-04:00,0,0.449
2026-04-18T00:00:00-04:00,1,0.361
2026-04-18T06:00:00-04:00,0,0.461
2026-04-18T06:00:00-04:00,1,0.365
2026-04-18T12:00:00-04:00,0,0.372
2026-04-18T12:00:00-04:00,1,0.292
2026-04-18T18:00:00-04:00,0,0.406
2026-04-18T18:00:00-04:00,1,0.297
2026-04-19T00:00:00-04:00,0,0.475
2026-04-19T00:00:00-04:00,1,0.360
2026-04-19T06:00:00-04:00,0,0.447
2026-04-19T06:00:00-04:00,1,0.288
2026-04-19T12:00:00-04:00,0,0.421
2026-04-19T12:00:00-04:00,1,0.242
2026-04-19T18:00:00-04:00,0,0.459
2026-04-19T18:00:00-04:00,1,0.313
2026-04-20T00:00:00-04:00,0,0.503
2026-04-20T00:00:00-04:00,1,0.377
2026-04-20T06:00:00-04:00,0,0.497
2026-04-20T06:00:00-04:00,1,0.367
2026-04-20T12:00:00-04:00,0,0.425
2026-04-20T12:00:00-04:00,1,0.354
2026-04-20T18:00:00-04:00,0,0.408
2026-04-20T18:00:00-04:00,1,0.301
2026-04-21T00:00:00-04:00,0,0.479
2026-04-21T00:00:00-04:00,1,0.363
2026-04-21T06:00:00-04:00,0,0.501
2026-04-21T06:00:00-04:00,1,0.395
2026-04-21T12:00:00-04:00,0,0.431
2026-04-21T12:00:00-04:00,1,0.268
2026-04-21T18:00:00-04:00,0,0.499
2026-04-21T18:00:00-04:00,1,0.292
2026-04-22T00:00:00-04:00,0,0.581
2026-04-22T00:00:00-04:00,1,0.377
2026-04-22T06:00:00-04:00,0,0.598
2026-04-22T06:00:00-04:00,1,0.388
2026-04-22T12:00:00-04:00,0,0.509
2026-04-22T12:00:00-04:00,1,0.270
2026-04-22T18:00:00-04:00,0,0.503
2026-04-22T18:00:00-04:00,1,0.301
2026-04-23T00:00:00-04:00,0,0.612
2026-04-23T00:00:00-04:00,1,0.374
2026-04-23T06:00:00-04:00,0,0.630
2026-04-23T06:00:00-04:00,1,0.392
2026-04-23T12:00:00-04:00,0,0.575
2026-04-23T12:00:00-04:00,1,0.279
2026-04-23T18:00:00-04:00,0,0.531
2026-04-23T18:00:00-04:00,1,0.317
2026-04-24T00:00:00-04:00,0,0.624
2026-04-24T00:00:00-04:00,1,0.431
2026-04-24T06:00:00-04:00,0,0.638
2026-04-24T06:00:00-04:00,1,0.435
2026-04-24T12:00:00-04:00,0,0.453
2026-04-24T12:00:00-04:00,1,0.299
2026-04-24T18:00:00-04:00,0,0.543
2026-04-24T18:00:00-04:00,1,0.315
2026-04-25T00:00:00-04:00,0,0.622
2026-04-25T00:00:00-04:00,1,0.438
2026-04-25T06:00:00-04:00,0,0.622
2026-04-25T06:00:00-04:00,1,0.420
2026-04-25T12:00:00-04:00,0,0.435
2026-04-25T12:00:00-04:00,1,0.288
2026-04-25T18:00:00-04:00,0,0.521
2026-04-25T18:00:00-04:00,1,0.336
2026-04-26T00:00:00-04:00,0,0.596
2026-04-26T00:00:00-04:00,1,0.394
2026-04-26T06:00:00-04:00,0,0.553
2026-04-26T06:00:00-04:00,1,0.354
2026-04-26T12:00:00-04:00,0,0.455
2026-04-26T12:00:00-04:00,1,0.304
2026-04-26T18:00:00-04:00,0,0.539
2026-04-26T18:00:00-04:00,1,0.383
2026-04-27T00:00:00-04:00,0,0.581
2026-04-27T00:00:00-04:00,1,0.463
2026-04-27T06:00:00-04:00,0,0.600
2026-04-27T06:00:00-04:00,1,0.479
2026-04-27T12:00:00-04:00,0,0.485
2026-04-27T12:00:00-04:00,1,0.379
2026-04-27T18:00:00-04:00,0,0.419
2026-04-27T18:00:00-04:00,1,0.304
2026-04-28T00:00:00-04:00,0,0.529
2026-04-28T00:00:00-04:00,1,0.417
2026-04-28T06:00:00-04:00,0,0.569
2026-04-28T06:00:00-04:00,1,0.428
2026-04-28T12:00:00-04:00,0,0.390
2026-04-28T12:00:00-04:00,1,0.301
2026-04-28T18:00:00-04:00,0,0.400
2026-04-28T18:00:00-04:00,1,0.297
2026-04-29T00:00:00-04:00,0,0.509
2026-04-29T00:00:00-04:00,1,0.399
2026-04-29T06:00:00-04:00,0,0.489
2026-04-29T06:00:00-04:00,1,0.401
2026-04-29T12:00:00-04:00,0,0.439
2026-04-29T12:00:00-04:00,1,0.315
2026-04-29T18:00:00-04:00,0,0.421
2026-04-29T18:00:00-04:00,1,0.309
2026-04-30T00:00:00-04:00,0,0.491
2026-04-30T00:00:00-04:00,1,0.392
2026-04-30T06:00:00-04:00,0,0.489
2026-04-30T06:00:00-04:00,1,0.377
2026-04-30T12:00:00-04:00,0,0.404
2026-04-30T12:00:00-04:00,1,0.327
2026-04-30T18:00:00-04:00,0,0.358
2026-04-30T18:00:00-04:00,1,0.292
2026-05-01T00:00:00-04:00,0,0.487
2026-05-01T00:00:00-04:00,1,0.410
2026-05-01T06:00:00-04:00,0,0.459
2026-05-01T06:00:00-04:00,1,0.381
2026-05-01T12:00:00-04:00,0,0.435
2026-05-01T12:00:00-04:00,1,0.329
2026-05-01T18:00:00-04:00,0,0.477
2026-05-01T18:00:00-04:00,1,0.386
2026-05-02T00:00:00-04:00,0,0.529
2026-05-02T00:00:00-04:00,1,0.458
2026-05-02T06:00:00-04:00,0,0.523
2026-05-02T06:00:00-04:00,1,0.460
2026-05-02T12:00:00-04:00,0,0.455
2026-05-02T12:00:00-04:00,1,0.381
2026-05-02T18:00:00-04:00,0,0.437
2026-05-02T18:00:00-04:00,1,0.406
2026-05-03T00:00:00-04:00,0,0.499
2026-05-03T00:00:00-04:00,1,0.481
2026-05-03T06:00:00-04:00,0,0.459
2026-05-03T06:00:00-04:00,1,0.442
2026-05-03T12:00:00-04:00,0,0.449
2026-05-03T12:00:00-04:00,1,0.415
2026-05-03T18:00:00-04:00,0,0.541
2026-05-03T18:00:00-04:00,1,0.490
2026-05-04T00:00:00-04:00,0,0.594
2026-05-04T00:00:00-04:00,1,0.574
2026-05-04T06:00:00-04:00,0,0.608
2026-05-04T06:00:00-04:00,1,0.576
2026-05-04T12:00:00-04:00,0,0.491
2026-05-04T12:00:00-04:00,1,0.487
2026-05-04T18:00:00-04:00,0,0.431
2026-05-04T18:00:00-04:00,1,0.435
2026-05-05T00:00:00-04:00,0,0.541
2026-05-05T00:00:00-04:00,1,0.537
2026-05-05T06:00:00-04:00,0,0.537
2026-05-05T06:00:00-04:00,1,0.531
2026-05-05T12:00:00-04:00,0,0.489
2026-05-05T12:00:00-04:00,1,0.447
2026-05-05T18:00:00-04:00,0,0.513
2026-05-05T18:00:00-04:00,1,0.453
2026-05-06T00:00:00-04:00,0,0.553
2026-05-06T00:00:00-04:00,1,0.458
2026-05-06T06:00:00-04:00,0,0.579
2026-05-06T06:00:00-04:00,1,0.469
2026-05-06T12:00:00-04:00,0,0.449
2026-05-06T12:00:00-04:00,1,0.349
2026-05-06T18:00:00-04:00,0,0.465
2026-05-06T18:00:00-04:00,1,0.354
2026-05-07T00:00:00-04:00,0,0.511
2026-05-07T00:00:00-04:00,1,0.456
2026-05-07T06:00:00-04:00,0,0.539
2026-05-07T06:00:00-04:00,1,0.467
2026-05-07T12:00:00-04:00,0,0.433
2026-05-07T12:00:00-04:00,1,0.372
2026-05-07T18:00:00-04:00,0,0.445
2026-05-07T18:00:00-04:00,1,0.370
2026-05-08T00:00:00-04:00,0,0.503
2026-05-08T00:00:00-04:00,1,0.438
2026-05-08T06:00:00-04:00,0,0.507
2026-05-08T06:00:00-04:00,1,0.445
2026-05-08T12:00:00-04:00,0,0.416
2026-05-08T12:00:00-04:00,1,0.381
2026-05-08T18:00:00-04:00,0,0.477
2026-05-08T18:00:00-04:00,1,0.372
2026-05-09T00:00:00-04:00,0,0.477
2026-05-09T00:00:00-04:00,1,0.413
2026-05-09T06:00:00-04:00,0,0.521
2026-05-09T06:00:00-04:00,1,0.426
2026-05-09T12:00:00-04:00,0,0.396
2026-05-09T12:00:00-04:00,1,0.349
2026-05-09T18:00:00-04:00,0,0.429
2026-05-09T18:00:00-04:00,1,0.367
2026-05-10T00:00:00-04:00,0,0.467
2026-05-10T00:00:00-04:00,1,0.413
2026-05-10T06:00:00-04:00,0,0.441
2026-05-10T06:00:00-04:00,1,0.395
2026-05-10T12:00:00-04:00,0,0.431
2026-05-10T12:00:00-04:00,1,0.395
2026-05-10T18:00:00-04:00,0,0.493
2026-05-10T18:00:00-04:00,1,0.476
2026-05-11T00:00:00-04:00,0,0.541
2026-05-11T00:00:00-04:00,1,0.542
2026-05-11T06:00:00-04:00,0,0.533
2026-05-11T06:00:00-04:00,1,0.538
2026-05-11T12:00:00-04:00,0,0.465
2026-05-11T12:00:00-04:00,1,0.451
2026-05-11T18:00:00-04:00,0,0.451
2026-05-11T18:00:00-04:00,1,0.419
2026-05-12T00:00:00-04:00,0,0.519
2026-05-12T00:00:00-04:00,1,0.470
2026-05-12T06:00:00-04:00,0,0.513
2026-05-12T06:00:00-04:00,1,0.479
2026-05-12T12:00:00-04:00,0,0.451
2026-05-12T12:00:00-04:00,1,0.431
2026-05-12T18:00:00-04:00,0,0.429
2026-05-12T18:00:00-04:00,1,0.342
2026-05-13T00:00:00-04:00,0,0.463
2026-05-13T00:00:00-04:00,1,0.390
2026-05-13T06:00:00-04:00,0,0.503
2026-05-13T06:00:00-04:00,1,0.440
2026-05-13T12:00:00-04:00,0,0.439
2026-05-13T12:00:00-04:00,1,0.309
2026-05-13T18:00:00-04:00,0,0.495
2026-05-13T18:00:00-04:00,1,0.356
2026-05-14T00:00:00-04:00,0,0.586
2026-05-14T00:00:00-04:00,1,0.465
2026-05-14T06:00:00-04:00,0,0.567
2026-05-14T06:00:00-04:00,1,0.456
2026-05-14T12:00:00-04:00,0,0.525
2026-05-14T12:00:00-04:00,1,0.429
2026-05-14T18:00:00-04:00,0,0.543
2026-05-14T18:00:00-04:00,1,0.385
2026-05-15T00:00:00-04:00,0,0.600
2026-05-15T00:00:00-04:00,1,0.479
2026-05-15T06:00:00-04:00,0,0.636
2026-05-15T06:00:00-04:00,1,0.488
2026-05-15T12:00:00-04:00,0,0.551
2026-05-15T12:00:00-04:00,1,0.381
2026-05-15T18:00:00-04:00,0,0.561
2026-05-15T18:00:00-04:00,1,0.403
2026-05-16T00:00:00-04:00,0,0.636
2026-05-16T00:00:00-04:00,1,0.497
2026-05-16T06:00:00-04:00,0,0.648
2026-05-16T06:00:00-04:00,1,0.510
2026-05-16T12:00:00-04:00,0,0.553
2026-05-16T12:00:00-04:00,1,0.361
2026-05-16T18:00:00-04:00,0,0.525
2026-05-16T18:00:00-04:00,1,0.340
2026-05-17T00:00:00-04:00,0,0.565
2026-05-17T00:00:00-04:00,1,0.417
2026-05-17T06:00:00-04:00,0,0.575
2026-05-17T06:00:00-04:00,1,0.431
2026-05-17T12:00:00-04:00,0,0.624
2026-05-17T12:00:00-04:00,1,0.433
2026-05-17T18:00:00-04:00,0,0.656
2026-05-17T18:00:00-04:00,1,0.504
2026-05-18T00:00:00-04:00,0,0.710
2026-05-18T00:00:00-04:00,1,0.562
2026-05-18T06:00:00-04:00,0,0.718
2026-05-18T06:00:00-04:00,1,0.565
2026-05-18T12:00:00-04:00,0,0.614
2026-05-18T12:00:00-04:00,1,0.447
2026-05-18T18:00:00-04:00,0,0.563
2026-05-18T18:00:00-04:00,1,0.472
2026-05-19T00:00:00-04:00,0,0.586
2026-05-19T00:00:00-04:00,1,0.508
2026-05-19T06:00:00-04:00,0,0.596
2026-05-19T06:00:00-04:00,1,0.555
2026-05-19T12:00:00-04:00,0,0.545
2026-05-19T12:00:00-04:00,1,0.381
2026-05-19T18:00:00-04:00,0,0.543
2026-05-19T18:00:00-04:00,1,0.431
2026-05-20T00:00:00-04:00,0,0.584
2026-05-20T00:00:00-04:00,1,0.465
2026-05-20T06:00:00-04:00,0,0.577
2026-05-20T06:00:00-04:00,1,0.506
2026-05-20T12:00:00-04:00,0,0.501
2026-05-20T12:00:00-04:00,1,0.411
2026-05-20T18:00:00-04:00,0,0.541
2026-05-20T18:00:00-04:00,1,0.463
2026-05-21T00:00:00-04:00,0,0.581
2026-05-21T00:00:00-04:00,1,0.569
2026-05-21T06:00:00-04:00,0,0.581
2026-05-21T06:00:00-04:00,1,0.537
2026-05-21T12:00:00-04:00,0,0.519
2026-05-21T12:00:00-04:00,1,0.469
2026-05-21T18:00:00-04:00,0,0.513
2026-05-21T18:00:00-04:00,1,0.420
2026-05-22T00:00:00-04:00,0,0.537
2026-05-22T00:00:00-04:00,1,0.492
2026-05-22T06:00:00-04:00,0,0.555
2026-05-22T06:00:00-04:00,1,0.533
2026-05-22T12:00:00-04:00,0,0.509
2026-05-22T12:00:00-04:00,1,0.456
2026-05-22T18:00:00-04:00,0,0.445
2026-05-22T18:00:00-04:00,1,0.406
2026-05-23T00:00:00-04:00,0,0.489
2026-05-23T00:00:00-04:00,1,0.453
2026-05-23T06:00:00-04:00,0,0.533
2026-05-23T06:00:00-04:00,1,0.501
2026-05-23T12:00:00-04:00,0,0.471
2026-05-23T12:00:00-04:00,1,0.395
2026-05-23T18:00:00-04:00,0,0.475
2026-05-23T18:00:00-04:00,1,0.424
2026-05-24T00:00:00-04:00,0,0.501
2026-05-24T00:00:00-04:00,1,0.458
2026-05-24T06:00:00-04:00,0,0.499
2026-05-24T06:00:00-04:00,1,0.431
2026-05-24T12:00:00-04:00,0,0.467
2026-05-24T12:00:00-04:00,1,0.385
2026-05-24T18:00:00-04:00,0,0.521
2026-05-24T18:00:00-04:00,1,0.487
2026-05-25T00:00:00-04:00,0,0.543
2026-05-25T00:00:00-04:00,1,0.537
2026-05-25T06:00:00-04:00,0,0.555
2026-05-25T06:00:00-04:00,1,0.565
2026-05-25T12:00:00-04:00,0,0.513
2026-05-25T12:00:00-04:00,1,0.453
2026-05-25T18:00:00-04:00,0,0.505
2026-05-25T18:00:00-04:00,1,0.460
2026-05-26T00:00:00-04:00,0,0.517
2026-05-26T00:00:00-04:00,1,0.513
2026-05-26T06:00:00-04:00,0,0.533
2026-05-26T06:00:00-04:00,1,0.494
2026-05-26T12:00:00-04:00,0,0.495
2026-05-26T12:00:00-04:00,1,0.410
2026-05-26T18:00:00-04:00,0,0.487
2026-05-26T18:00:00-04:00,1,0.419
2026-05-27T00:00:00-04:00,0,0.541
2026-05-27T00:00:00-04:00,1,0.433
2026-05-27T06:00:00-04:00,0,0.537
2026-05-27T06:00:00-04:00,1,0.453
2026-05-27T12:00:00-04:00,0,0.523
